cert,report_pages,target_pages
2e2d56abe9dd6e22,17,52
2e48ad954c401d21,15,23
2e598cf3328d391e,23,53
2e6b12113b29bffd,17,108
2e997ba7beaed34d,19,58
2ea72bcc647e3d2a,18,82
2eb9ef032369327f,51,86
2ec7123467719c56,15,55
2ed09d052beca65f,16,66
2edb4012626568aa,16,22
2ededb86c3731598,35,99
2edfcbada0ee3f6a,13,119
2ee81d04494d15ff,36,48
2eecefd9195a4d9a,13,89
2eee0fdd5cdaf565,19,60
2f0be9733140e2c6,31,35
2f0c9bba894266ea,26,57
2f1091073eca3f3d,23,72
2f19fd5f24f35db2,26,41
2f1a9a7cb947dc89,24,85
2f3adea65f9a3ac8,22,82
2f3c913f6a97964d,16,109
2f418fb3ced3820a,17,123
2f43fe24bd8e91e1,16,64
2f4a41e8a5dfac6a,15,36
2f53e1d94ca1a010,18,83
2f5789b225af5694,18,117
2f6cb535bd7458e0,18,377
2f81821f20057095,17,56
2f9feaf4121720da,38,67
2fa90f695b25b3c0,16,37
2fb4fdf2a570c366,22,52
2fc6e266afa354ca,19,86
2fd325a6aae3b9bf,27,65
2fdab67916d89c9b,38,68
2fe3c0fbced2ae10,16,87
2fef157f841acc81,53,96
2ff125774caa4f50,20,49
2ff761edd4ed9b72,27,64
2ff8ceac4a6ca519,42,63
2ffb389f469d9581,20,64
300cf8a08ced6e34,38,43
30120e4f3aa2f30a,14,46
302df01b5d463eea,17,48
3038b85281a46a16,18,75
304f871dbaf65333,21,88
30546d23f39d514c,19,62
306aea974282ec5a,14,44
30796c4a5ebc9885,16,23
307d4f56799a0c46,16,55
307f612d0bb02401,22,31
3084175721e2a9a6,20,92
3087b41cd22f323e,9,38
3097b47b6f065ba5,31,110
309ac2fd7f2dcf17,18,36
30ae700d801bd41c,19,104
30b2316568486ee4,13,25
30b5f18f2c2d5b34,23,23
30c6777901ae346c,25,90
30d22dbbff5a0ff7,42,101
30e9ce0969941ffb,15,141
30ed5d65eb4c93ec,44,132
30f0490beffc0cd9,24,47
30f71b100c5cebae,22,81
30f74f9e41b861d4,22,108
31042696aa4b50d9,22,144
3147f33c837ad930,36,63
31514016fc2ef28b,17,90
317713948b4473b3,42,77
31783abbbaede0cd,36,66
3183669bf78db43b,17,119
318801a2ba5be6da,20,56
318dcee9d8f6ac99,21,158
31a313b8c51574f6,48,48
31a37fa49b790dcd,19,72
31b7cfe0a8a73263,15,64
31f40979281a3a8e,17,107
31fd07069aebf013,36,75
3201c9d7f05cf497,34,84
3224b686a7f246d5,33,73
323987cac96072cb,39,112
32431779b1c54c0a,16,50
324acc222587008e,25,266
325988178ea3e24c,15,74
325b26c926789345,23,94
326822354147c503,29,96
3269d90f18adeaa2,15,31
327a3dee58bb708c,23,44
328058c83791df93,40,54
328083862e3570a7,47,46
3281f5d91ee7433e,40,59
3288565c318b19fe,17,97
328e44e2afe2f3df,30,78
328fee1e52f7ac82,15,97
32af3e79afacc0b6,33,90
32b2379abc99f683,34,41
32d4bf275131aa15,43,128
32e083734907ad15,32,0
32eebb87bd1c27d6,12,41
32f638c5e530f9ab,34,64
32fbaba6e68d4a34,13,31
3303a75be8960a6b,17,44
33258a9811927f4a,12,40
3334d22b6559d0e2,36,37
3356dcab50837ddc,22,85
3357c28c91cc2ed1,16,55
3357e42cd4dc8605,12,49
33647f3781d74f82,23,0
336efe6521b420fe,1,0
337ece90615ed69d,18,67
338b7d4b3d938d05,32,71
3392558f04e04663,13,55
33ab14654015f354,15,19
33b60bc062262fe1,15,46
33c3155ceb44efd0,12,59
33cada8c95bf55c5,37,126
33cae5556509c3f7,17,128
33cb152e0a1be23c,15,31
33cc95969fa10dbc,22,105
33e09e2fe6d883bc,20,56
33e810a3e3bed39b,48,72
33f684e367c142d4,17,41
340618792e9c81ff,25,48
340a7fd84bf76abf,29,151
341fda388540a085,35,96
3423cae31415bf49,14,30
34370b67b5e675c3,30,100
343c7fc5a34478e5,34,176
34506b8fab6dd7c3,18,71
3459c14186e8223f,15,89
34674fdf74937ca8,14,56
347088f9e957e9af,27,26
3477723044183b31,2,75
3487d08f8cf0246d,17,91
348868f3aee1fd8b,33,99
348ba8943c41045d,13,31
34b3ad15f3e167d4,21,108
34c9d453069d6184,28,30
34cf396d07fcb0a6,12,34
34de7910ace6d2e9,36,82
34ed6e13edd2ffdf,16,77
34ed76f0c32d9e93,19,133
350581534e265186,18,136
3511c833417406a4,37,59
3515801dee00995f,34,131
3519c14e4114d93d,21,120
35435d949db7b267,32,57
3547f0d70f3bba57,25,67
35482ae218713d54,32,125
3550497780fb252b,39,94
355a5b9240e32cc9,12,60
3569a615fc79f547,21,67
3569d0f7938ac3a3,14,65
356b3aa2ff6932bb,13,41
3570791ff9c92912,1,46
357b2b1598e71533,21,29
357b38a376d955f7,64,64
358e0af8f4c4ae55,33,68
35a9e6db2c0c095e,20,113
35ac4cfd1f62df75,13,0
35b490fafa881770,18,86
35b9be2203d2b9e6,38,108
35dd46a69b281f12,37,84
35e33e2e8786c6e9,20,49
35e5033860514212,22,75
35efe13fa9e93a68,30,68
35f43d6ab072149d,14,48
362098d68c4a3ec3,36,80
36236a31725b4aaf,36,82
3638f01411f06e8d,26,84
364000ba07114109,22,28
36641ce7192b5f92,30,36
366786e98797ebf3,23,66
368b0368f30cc883,16,126
368f58e7fff61815,30,54
3691fb751fe09194,13,71
36a4559848b44d02,18,46
36b156f7888a84cf,48,76
36dd606a5e369248,37,71
36df04ab9c978ab9,22,75
36ed04f4b45e3ab9,40,116
36fbd23e279b08ca,15,68
370d590d42b7d9f3,23,47
371abb3484840317,16,43
371d3b3889a2b840,30,33
372c24701fa80b5a,19,89
373a00a025482f5c,15,17
373e7b1bc9066563,18,158
37411c359cd8cc6c,15,49
3746512864b941d4,15,87
374ab38927132e8b,23,33
374b0a920ea4853c,19,88
37631aad7bb107de,15,46
376b8eb06fc0b40a,18,37
3770f8060568da49,14,23
37934a2eb837930b,24,93
37a37d1a4986527a,23,65
37b94c08f8e25249,42,75
37bae9eaf342542b,52,77
37c8d23c44b95833,18,72
37c937488a4647a8,40,60
37d28734245a3bb1,32,88
37d362655c750f1c,36,86
37d74f3f1b825063,14,64
37d92dff8af0374e,22,41
37e0d3cb098458d0,32,147
37e49c192f0413e8,37,86
37ea5ec9fc9dc2c0,33,43
37fe6036c2ac932b,22,73
3805a732172364bd,37,54
380d59fef8231676,37,85
3811809d7a796e24,24,33
381298906846d1bd,35,73
38144d803e4db0bb,27,64
3817c0aca007989e,22,57
382b6c05759d6e3a,33,56
3830f518e503d10b,38,52
3838b319e423216f,19,37
3839ff02b21e8774,31,97
384dca297bd4f1ca,17,87
385d61dff6a724ea,12,66
387cf272dce941d6,27,44
388653542ec9fb6c,34,95
388b6899fb38b762,37,164
3891a6c29ed701b4,19,36
3897d8d16ba333e8,19,112
389ede03ffe35dcb,21,42
38d50b6585961efe,24,48
38e7d62918a4f9b6,37,78
38e9fe9b91ba56a5,12,85
38f79f1a48e7844f,16,87
38fe04934cbbab23,26,57
38fed8f0dee346e3,25,56
39004789b601f0ed,36,97
3915e87615999e71,19,112
3919b06ad60bc3f5,16,81
392104031ee2da69,15,54
393ff55617c6c897,19,47
3957e754d8784b08,13,47
3976c9e492193315,32,60
3977c4e62a6374f6,27,109
3983cd9d80386fb4,28,173
3984580c5700b85f,42,73
39aeb68e75ebf9c1,24,58
39c07ebbca541145,22,61
39d146b1ee7bda1b,36,34
39fe0884f0a2453e,23,76
39fed3edfb279fb5,14,78
3a03d64d98598558,11,19
3a089e32965fe43a,18,61
3a1ca567096bcb10,15,57
3a3ae16e94bc7aba,29,84
3a3b0a9113835307,34,100
3a3d75388916e7af,35,111
3a5436fdf9e396b6,22,25
3a622f6d7eca0294,16,37
3a6a5f536bfbd4d4,17,39
3a787ceab9001d1f,22,94
3a886589b14e9439,29,41
3ad601a9cb30dfef,26,46
3ad7749ef678ce95,1,0
3ae448e2068f805b,10,23
3af4b1e929c0b83c,17,64
3af691f4a495a0a2,12,69
3b069b26e19bcc5b,33,70
3b0c5666e54a2394,58,188
3b6f056538e708f4,20,35
3b84311bac7ed85f,14,81
3ba740ca6ee8ed75,16,111
3ba86e18524b222c,20,52
3ba9f330ce93636b,38,89
3bd82cbe2e0a0c6c,20,35
3be22d9c1ca7e2bd,36,91
3be390fa1860c5c5,22,51
3be6678af0a6c047,23,65
3beeed8a04f3ceb9,16,40
3c0185a5cb2d1ea8,15,33
3c05395ee9e5adf1,38,85
3c056e4fa01a9b38,21,51
3c087db0ec23f391,14,87
3c0ad7156491cc68,12,42
3c0b7e27c2a6c495,16,30
3c24bbe7724dbfdd,14,61
3c3d3f55aaff9a29,13,57
3c4515c1795fd4e1,22,41
3c6b464b0620691b,18,59
3c7e67febd71719d,18,95
3caad2930e3cbf2a,16,77
3cb89a7fc7672364,16,47
3cbdd57de3f32ad0,16,115
3cc23eaedbbc01a8,23,73
3ccf8c5efc6529dd,17,32
3cd7ca05e62db68f,27,113
3cdca4cc05854ade,13,183
3d08301e9f03961e,22,52
3d0cc8aa5b8189e2,17,32
3d13134addaa76f9,14,72
3d149fe7c08bfc58,22,54
3d21719fb1cef7d9,12,76
3d756c83419bba28,19,176
3d787a9a38dfb174,18,73
3d7f290c2c7ea916,17,50
3d916c08dc957519,17,79
3d94db6ec83c0777,21,57
3d96764f116fee20,24,51
3d97f81b3cb545d6,26,83
3da6e0f0f97b3d2f,30,76
3daa6b93207785e3,19,135
3db023c27932ad93,19,177
3dc6e1ebe7dd5584,16,87
3ddb5e7d98b0517a,38,62
3de206c6068f5649,14,57
3de5d503d83fad0a,17,94
3df01446a2b92093,17,56
3df27547dc41e235,22,112
3e020408537aaad0,16,112
3e077f85d5a6c833,46,126
3e08a27e9d9c9b1e,14,152
3e1180b72ffc82d0,19,59
3e182053b03f1faf,16,52
3e240b35de7bd2c3,32,94
3e2ae1e1e88c934a,18,63
3e312d5792c0e371,16,41
3e345d3c6002ad55,22,141
3e5591d086a54905,16,37
3e7c50dd3e855cfc,12,42
3e8c0381164e725c,17,77
3ea02a62856c752a,25,108
3ea3e444a63ab2b8,38,47
3ead189f2e392cc8,36,91
3ebe69af702fa116,19,133
3edcc37a96605699,16,33
3ef6d59aeaa6d26e,16,115
3ef8a5fc27272726,38,87
3effc7c3247a7667,21,38
3f039f69a0665170,15,31
3f0ea7f45e8ac672,24,52
3f0ee46859fd5d56,15,109
3f141b547bd4735f,21,97
3f188bbf2af01b25,32,165
3f1ac044f06f5c9c,36,92
3f22bd3eaef5d64d,38,76
3f2a4c73324a70ac,33,99
3f2a6d4893c18634,15,58
3f2da16c834e98c5,22,106
3f45ee333ce457bb,25,53
3f4b6e4f245f6fab,16,128
3f812402a98f5f87,27,66
3f8475de6ea558ac,38,114
3f87aa90c0aaf83b,17,102
3f88baa0b86396d2,36,91
3f8cee6d5bee5397,15,51
3faae83d248da8ba,24,38
3fb2573137429cac,36,83
3fb4f28492730d2e,13,74
3fb653d3aeb8652e,34,70
3fdf8d9aa64cb462,21,84
4057f5dbe4ffa4cd,16,68
406379d7cdfcc331,22,29
40640508ac3a37f2,17,62
40683084e7f5eb8e,32,33
406b72e27c0d6c5d,12,63
40817e88a5a46fd5,23,77
4086191027ea87c6,14,58
408c4be00fa89be9,18,70
40a1c51472ad5d9f,13,38
40c5c1f66d71e635,21,79
40d98ea38800fefc,42,74
40dd9e2b624e6ba5,18,78
40f20851b58e0192,23,39
40f62cd468a546cc,30,91
40fa0a4cb5193977,16,118
40fc6ad0aed92913,19,117
410b45035d0da4a5,12,46
41103c570d0d6618,23,49
41148b8edaf1106e,16,98
412316e54e63beef,16,67
4132d518282ffd11,13,60
413a09bf1f112400,18,38
4140044a449f6d4f,25,99
41473861e74f98af,28,104
414a6009d150abad,13,56
415fb0306362c2e0,19,43
41674aa9b7774bef,17,104
4170609bc34dc220,36,63
41708ba21f2bb4a7,40,51
418feec8fc58d03a,19,39
41bd2924e9afced5,20,57
41c8ad91aa35edd4,46,63
41e43f1971bfb7fb,36,91
41e55d59fcd5ad78,32,94
41fb9717f70d3037,33,155
420876ec1e5ba657,15,82
420876edd203b8da,18,58
422dc5758723c7d1,0,0
422fb9723d7b0397,14,25
4241101115dcd353,22,40
424f6d496746258b,25,115
425f13fb7e94add5,12,93
42629faa03418667,25,55
42632dc757d68962,14,53
42799014c183e1b3,36,92
4285d9b580f8a2a6,22,84
428d1ca11166dad2,26,74
42919a955c702b01,13,25
42a062fe7f1ab253,32,57
42a9693be19aa644,22,43
42b136e8d10b2c42,29,118
42bc15eb26cf2eec,20,76
42d2e68c29d9eef7,18,101
42d3dd80235b23a3,12,35
42ead8d898f8ed41,16,58
42f53e51476f1a3c,20,57
42f91bc230acd6a1,42,60
42fdd494e00c148b,37,89
4309e91847b9f83e,23,57
43109d44111df5d3,22,101
4323c0d3fff34d29,38,85
4346351a76da0c4d,34,63
434e581844c192e1,25,26
435d9d1457653dfd,18,53
436020c9d0988def,28,113
43610aed20f29542,20,91
4364888062e68a9f,11,46
436939c2a85ce70c,28,82
437ea32487a7dd03,14,76
43830618983f03b4,38,104
438b59086f6ebd64,15,65
43a4ca62d0c0b0da,16,58
43d9cb9d3fe30ff2,15,49
43f35a2ec075c3a3,11,21
4408217c4ce524fd,32,48
441ed3050b12c09a,32,75
442a2ad93001ee3a,18,29
44329fc5cb1e9c80,11,26
443ef611112fc236,22,35
4460732921ec009b,36,90
4464a6063702b605,37,120
4466dffcc316fd68,38,86
446aa68e0c4c5083,46,96
448193dae7fb5555,18,78
44853a4d8934eeb9,39,86
4489bfc781a82281,34,135
4490eb54a3bab9f9,36,79
449c74a92ebb61a4,15,86
449ea70a6342d680,18,67
44becd7e128f4ba0,16,101
44c487b704c2ca44,41,96
44ca028699bc96bf,38,50
44e9abdc0a3fbcc6,14,56
44f1f74c09e634cb,13,62
44f91fa52951174a,25,33
44fafadf91cbbc96,17,44
45000e44366e8945,27,66
45002a2a567b8aaf,15,62
4509dfe0e7c81c48,13,56
450a84ef3b0b2978,23,28
450c858824ce968f,21,84
4516195712c99936,17,60
451e0806dfcfd29d,11,64
4526aa14337a2b0c,18,116
454f266801ae2ae0,17,96
455154a67b55c0d1,11,34
455be4bbbde75cbf,9,56
456bfb3665815ccb,36,74
457dfa32d59a24f4,24,42
45891c47fd7b7610,21,91
459539da9315ccac,16,103
459a138e354c9a86,19,58
45a244a3b7af4522,15,68
45aeb28de1e850c3,30,96
45c826bb78776b7d,35,111
460ce8a25629f974,21,65
4632e515bda18e5a,15,51
463850a141b9a5bc,19,45
463ecd64b7506048,13,62
46459cfb9c1045d8,13,151
465621a8f9633cdc,38,34
46639b3712d8a507,22,46
46754de00a0f0606,32,45
4687e81083c8a983,21,33
46bab4d165928a92,25,46
46c90dce23083cfe,22,46
46e06ed6d95fa772,12,42
46fa717fdbd2aeb5,23,92
473b78d87b725f4e,11,40
473cd41ed0aa433b,17,58
4750f5114dcaa60d,35,114
4761b0a9b046cc66,19,55
47645d71b7a8a79b,12,50
47750cedacaaf370,17,31
4783477a22587a6e,42,93
47913a485c3c8a18,18,93
47b7756c14a90ee5,15,45
47dbcc59031963b3,21,63
480d5790a217a4aa,19,108
4818378208bc4142,36,88
482919a6159cf398,36,57
4832a44c0df0bad2,25,82
483dc36fcf11b257,23,58
4844355021ea22f1,18,118
4846d223182f3efd,18,86
486239162c78d831,17,37
4863e25901fb2893,21,39
4869c2f7584e9cfe,19,58
486e171910085583,36,83
4871a084d74a4bc0,15,102
4893140ae5daadaf,20,134
48933d8480db2dad,23,47
48a41f3f5110db1f,32,67
48a7ea79afb16786,16,132
48cceb6641058061,14,70
48d52eb9f3dc1336,12,37
48d897f17754c7ce,17,86
48e6abb1bafdff36,38,68
48e7e9d2282c61b3,17,51
48fbeab82953a1e8,41,87
48fd3d84b1a0bc68,18,57
4902f592e26205d4,30,110
4908a06b320e5c7b,17,102
490d2f78373f4a29,38,88
491800e0be973e58,15,24
491c766e35ae9f6e,22,125
493ead9126e2df75,20,108
494cbd7919b703b6,19,51
495c0da27cb35c00,25,59
4960693ee45f2ae6,38,82
4962c0d8106b8b5e,22,64
496fa9c55e41803f,41,91
497403f17ea05076,23,51
499600b25aa202a4,35,191
49a33d31516eed76,42,89
49afd9b195e757cd,14,43
49b4531177e9c3af,16,59
49bf2cf97dd4ca29,18,105
49c8fca4381728e7,31,60
49e6665ee56d3bfc,17,113
49efacf4ad31f19f,31,92
4a1120f92aadb337,13,48
4a13f11eec81200c,26,172
4a16d344ee1c8f6a,36,89
4a1fa75170579066,39,54
4a236a029f71faef,24,86
4a26b34e6a30b199,14,60
4a2b527b492ccfe8,18,130
4a3b9dd61cb96e15,14,31
4a6100f1ddaef93b,16,113
4a6419a0f251ebc8,22,47
4a74e14530fefdb9,13,49
4a942145ae31c3b8,14,41
4a9b89478ff74a99,34,87
4ab3110b9fd5d845,37,121
4ab6dd06665c8409,15,33
4abc83fee59586b2,13,124
4abdd835c7f81232,56,0
4ac2ce983be1fa83,32,67
4ad3a1442788fbc3,16,49
4adae2e17bf88701,38,80
4b0f9485c7584538,36,79
4b115ca54a6c9b24,44,0
4b2b04554256b523,17,70
4b2f963b48e0f954,18,73
4b31423b6840e601,37,92
4b3f577896c80f8a,17,55
4b5521f85ab3fff7,23,125
4b57463dc2606b9e,36,97
4b6c4e3f3ee66ff1,35,0
4b6ca7acb7423b57,27,132
4b7974a33136b46a,40,43
4b88a8a9622c885d,33,131
4b89ea2cd5d0b86d,17,59
4b967b598bd3e127,29,76
4b9724c0178e1c76,25,71
4b9c47a151bcab7b,13,48
4bb0f924cfe7b9f2,15,40
4bb7671db3a9b5d6,24,47
4bdcc83d2140f4f1,36,89
4be55d572f3b29da,1,0
4bede5d2af4cb11f,16,113
4bf7d6ef245dd393,17,68
4c017087976d05eb,20,93
4c04ab2464aeba20,23,77
4c06ae63ced13ccd,13,27
4c0e2794cb729825,18,75
4c1ccde478ce063a,18,112
4c28d0a1c1489bc0,20,24
4c31dce76f444074,32,91
4c3282bd1640fcbc,12,177
4c33266562bb9b24,24,113
4c45c2dcb8b765ec,44,65
4c47ae5cef1a329d,18,29
4c5b6fce3ab6dd4d,28,108
4c5cf117774b0977,15,37
4c61766f58d06d9a,11,40
4c6bd7a7da1a0529,35,63
4c90a96fb1ee09f6,22,62
4c9468f20fdb04f7,16,0
4ca65d6a0a8c1891,38,64
4cb9f33afe383371,21,149
4cd1f87372c3f885,17,76
4cddc91dd1baf20a,40,136
4cf0f11f572f80ac,24,42
4d10cf8150a871e5,29,30
4d21561351ecd00a,33,155
4d2a177384b23fd6,16,48
4d38305c4a2ee035,46,134
4d502ae1deca71c1,21,85
4d5cb991d2675a6a,16,103
4d6d642b042db335,18,95
4d776db86abecdda,29,53
4d885e54f1361d04,42,51
4dab7fcb4620a5a5,17,25
4db63d8adbedeb9c,19,47
4dbb108406acb1a5,16,107
4dbe43d4db725db7,18,48
4dc023ea2e3c4115,15,130
4dd0daec78093d31,18,110
4de2a42a74174726,22,106
4de4a9f436958574,0,86
4df6657c29c83d9d,13,58
4df9f5ce6006aa63,28,71
4e07940c217073ac,27,58
4e0dc3133a7e601d,41,77
4e246ff7fd346630,26,87
4e2745e9dd24682c,17,32
4e29916c366fe997,44,128
4e43332ad64ff74a,15,141
4e477fb95fcc4b90,20,49
4e65b5c994d489ce,18,76
4e7b5a210809acf9,15,87
4e875c6e5af18127,37,97
4e909bc2048d3e7e,37,139
4e9599379409c6c1,42,43
4e9bb649bce14c86,19,104
4ea21dc6d8ed8838,27,82
4ea2b9c648304f95,19,51
4eaceb72085e12f7,41,94
4eb33712d4b16f43,26,33
4ed92299ca98dc69,44,125
4edd58bd918ce969,20,185
4ef5adf3069403e9,16,60
4ef66341677f73f5,17,83
4f2b809488143d40,38,93
4f3bf0c433b7f54f,31,59
4f3bf2d41fc130df,16,89
4f5f41ecf7517e63,16,120
4f8db13958be0f75,14,51
4f953ae00a24eb85,17,54
4fa8af0edccb7ada,37,69
4fb34c6529549e26,31,113
4fc1208e4c800aa6,17,51
4fc69ee967756e5a,23,23
4fd2ed9e6088176e,13,68
4ff66c474a84e9f3,38,90
4ff70fb16691d53c,14,57
50026d0c17449cd4,16,83
502645d74f607b06,36,86
502cd1d0238cb76b,36,79
50332547e3c52463,15,50
503a0d9db4445cbc,25,101
504258938266b87f,13,42
5068c3b7fefae589,37,111
50707a32ad8cbb69,15,99
5071b080a0094f64,36,65
5075c9ead45e793d,29,82
5082e74e76c7346e,18,39
50890e7b43272310,27,30
508986bf7d2eb21f,16,45
508ac5768798fc29,38,86
50aef770cb4f028f,17,82
50c0ea225eaac310,20,169
50d14374374e950f,33,66
50d7569dc79f833b,19,31
50e0d3d1d3e583c9,12,31
50e7fcde02c325d7,15,35
50e968c87760edeb,24,31
50edba5c7877aa48,13,40
5103648897ba1b3a,36,115
5115f427133c0459,15,40
5119a0abeb73abda,13,113
51342e030ba25e4e,34,55
513f600b45c3ca7a,24,46
514a76bdb0161d62,18,107
514c26eae175d6b2,28,116
515994b9fe6710e0,17,62
5162627872566ada,17,174
516ed50b191d5ecf,14,40
51768783ab3e67f3,17,88
518b3066ebfabcd3,14,49
51a3928aee08a7bc,22,46
51a4bea9a77a55cf,38,73
51c589803c349e44,42,103
527de9e5fcf4296a,16,39
52931e90c12cb0da,16,34
52a88fbbaaca15d4,16,57
52d806d32bda9315,32,47
52f01507b91bcc54,31,86
52f07fb00a81780e,19,57
52f3e784bc0cf962,33,72
5301d4c4cf03bc43,20,64
53231c8ddc542543,18,116
53321498891cf6ca,14,56
5346d5a4418466ab,25,105
5360e7547186859e,16,103
5363c965946540d2,20,67
536aac44b608f951,12,93
537154d2c4344d48,17,17
537702338163b327,23,173
5390c9458174b933,13,35
5395601760db7254,18,76
53ae23f7a6534676,20,24
53bba35f7ea6edc9,18,72
53da5a115a2d6e6f,24,94
53eb70503e31496e,14,69
53fe111411edfa45,42,63
541da571bac5e279,42,72
5423483cd3c3b75a,16,92
5424ebc5e16f1137,20,58
54273dd266fce692,21,60
542e507974ded6d6,29,33
54375fc2889bdfb4,38,131
543d800fd468f0fc,36,75
5469d2b3e5fb8323,16,85
546f082e200fa3e3,22,33
546f9e2496b1d11c,16,79
547ad2bc97c773c2,38,94
547e899b9b5eabae,30,47
5488f793767adce9,12,76
5498bfcecf19dfa3,13,112
54abd60954ecc03b,40,35
54d03894bfcf11a4,34,42
54dd28994604ee35,38,74
54f754dc95137c47,24,89
54fada9909a1edb3,21,54
5506b5232076d409,55,116
551079cae6f8ede5,18,45
551cb15ad1100cab,31,155
5529c3e484bfb714,33,71
552a64ab312cdae0,12,65
5549539c75ab0474,27,49
554974b3c4f8a5d2,34,67
55611814e363c81b,19,53
55669bcb3a9e09c0,28,46
556cdaae5bf037fa,18,40
558e3fdf45015b88,18,126
55925bc39df20912,36,114
559367b4dd93720c,12,54
559a5c3c4c23a9d3,16,144
559b3c20886ed742,24,66
559c84222b818414,12,59
559e0907fef71cf6,20,75
559e4549a852aab2,13,112
55b4c079a96c0b62,34,41
55b7ef08c27bcab4,28,49
55c0ffe0de0a5899,23,105
55e52bcaab69d573,38,112
55e85aac6594c2fc,38,81
55f9f2fedfc7f069,20,80
5605f676214d5b11,14,65
562ae7baded055ab,14,48
563a5a5eb4e644e7,15,73
565846d45132f951,18,58
56660124ad6ded6d,25,44
5682e68143deea61,42,88
568c473e6e5e95c7,16,56
569a2496840e1316,13,54
56a56d39dbfe3516,15,82
56b8fe3ae6e096e4,15,95
56bca69ce012d4c1,31,72
56be1d745bbb4994,16,83
56ceb1a9c003ac3f,28,79
56d65bb5bc718595,20,99
56e0279c6d3e9123,24,82
56e09380fca4ec8e,17,25
56ebfd7a918891c6,19,31
57039593f41cb794,18,61
570a4f380de9078e,21,58
570e1b73e98dc9fd,28,0
57238f22cad92951,14,39
5734ff91ea85611b,36,61
57352827079391cb,1,0
5736f6364cf3f321,20,56
5756870e6457a2a2,15,69
5767376d0634675f,18,107
5784fb914e39e233,34,83
5787ff8207fd751d,12,90
57890b48fb7cbff6,15,42
57a3e5fb32a08287,38,104
57b8f7bbf4b84de9,38,97
57e108dcd6ee072b,38,63
57e929939f1fd1c0,36,63
5823c91d9bece0e0,14,112
5837c85fde74aa18,36,54
583c12b5bf2423c6,15,86
5858cb054f5bce39,18,91
58688dfc2c59d3ab,24,154
587055293e9fa51d,18,58
5885f28f042038c1,14,34
58929072cb255a5b,28,86
58a69fca67da4809,14,50
58bfa78b80ae8716,18,165
58c37205019e42b6,55,94
58ece75f7f2b5099,16,68
58ef8ca403038960,24,47
58fdc89ee3768634,13,54
5906297c684d9f33,36,76
59132f9a939afae8,20,53
5913e3056cc7d5a3,42,57
59212776e265b992,26,28
5926a9aa89511b26,19,68
592a45cf16b66c1b,25,77
59373251b2332b3a,36,91
5945cedd8cb01e06,131,33
59475795f3cd9fa0,13,55
5967c4caa0ab6ccc,18,66
596a0fd33f70da59,22,69
596a8b04d2ef5888,14,118
59820117bb7fa240,18,83
598b6c745cdcd404,40,179
598e2a9978d3c79c,22,79
59913f0951cb043a,34,85
59a1b33cc4d5ea35,45,425
59b026d889aa0309,35,126
59b6bc42781e26d6,21,71
59b9cb89cb961b42,13,66
59c17b5ebef85fb3,38,41
59cbd48b9dc51e87,22,157
59ecc4b560f48ba8,16,84
59f15180eddee8b2,19,106
59f8e74278f0ceb1,27,65
5a12431e371f3ce9,31,162
5a1764ef77908457,12,184
5a22fab9376989ef,28,48
5a288eafb7846553,17,47
5a289e0d6269ab40,35,109
5a32443b7ba2a43c,28,123
5a3857bd440d796a,32,63
5a3eef21be6788d0,18,42
5a4817048c493910,21,102
5a5aa275eb4ec7b5,20,53
5a66027d34aafc52,23,111
5a6a3d9d02891108,18,76
5a6cedfc1aa23fdc,22,58
5a7ab0f4a2f6c3e5,16,45
5a7c1a87df0e05ed,15,60
5a7eb6cec64d3476,55,60
5a8590cd772883f7,22,54
5a8e543ba1e35f34,28,82
5aa7158717ab9db3,1,0
5aaecc3a24ed2baf,24,85
5ab17f47ec6820f3,24,94
5ad50c933dbbbde9,11,43
5ae867bded9ef672,23,23
5aebfba59c3e4c43,37,61
5aef298d73fc37d6,19,56
5af5a1b535422b51,15,69
5af95d819d80aecd,14,47
5b19ad405d5d3cdd,16,45
5b1aa98b92a0d094,11,36
5b1b55f1997a9439,30,160
5b1b9a46b3303958,13,62
5b1ef206b71c26b3,29,58
5b44662709f06062,37,80
5b65cf4508b471f0,29,44
5b67a83de2aaa93a,18,60
5b6d00f502ed33fe,17,22
5b73681a52afe168,36,89
5b75dc1e94d037f1,21,23
5ba3f77b9e9f70a7,12,37
5bf118ffa29520c0,18,71
5bf14a907f9a4c65,36,131
5bf4e37462a1b715,27,134
5bfbc4a6cbab9eb1,54,108
5c0346848fbbb9bb,19,96
5c06e4fb1887fdc7,38,129
5c098b932b94df26,21,49
5c3806bf79eeab7f,18,97
5c38eab9ec86d29e,12,43
5c3c5ae929b50352,22,90
5c3fe959aad84765,32,65
5c5431cca026fb3e,35,74
5c715225c805354f,22,61
5c805bdbefeb8bff,33,66
5c9c9901f248fb0f,1,0
5cac6088f31b6cfd,31,98
5caf1c90ec7001b7,38,78
5cbd46653c3bea1a,38,78
5cc1fc64dded3b50,14,84
5cc6ace5ef0d7525,38,92
5cceb2b8012ecca1,21,191
5cd4232a9b0b6832,13,48
5cdb92e3bdf5bba6,26,26
5cdef03a3004a6ff,17,46
5ceb859ce72daecf,17,46
5cec11774890d61e,40,98
5cf2fc2f91be00b1,34,164
5cf51622fafaf868,30,61
5cfd77e6557b32cc,22,57
5cfe68ed449e0478,14,77
5d13cfce75a45cd1,17,51
5d16f7c0662c65cd,28,64
5d23fd470d0b06e0,22,56
